Education,Marital_Status,HasChildren,AgeGroup,Income,Recency,Complain,Days_Since_Enrolled,Years_Since_Enrolled,NumDealsPurchases,NumWebVisitsMonth,NumTotalPurchases,MntRegularProds,MntGoldProds,MntTotal,AcceptedCmpTotal,HasAcceptedCmp,Response
Graduation,Single,0,18-30,72354.0,67,0,438,1,1,1,18,1046,182,1228,0,0,0
Master,Single,1,31-45,39858.0,67,0,521,1,1,6,6,69,26,95,0,0,1
PhD,Partner,1,61+,34469.0,58,0,56,0,3,4,6,50,12,62,0,0,0
Graduation,Partner,1,18-30,83033.0,82,0,42,0,1,5,25,1728,33,1761,1,1,0
Master,Partner,0,31-45,24401.0,98,0,667,1,3,8,13,352,115,467,0,0,0
Graduation,Partner,0,31-45,77583.0,93,0,139,0,1,2,18,1041,108,1149,1,1,0
2n Cycle,Single,0,31-45,74116.0,53,0,181,0,1,2,18,1886,166,2052,1,1,0
Graduation,Single,0,18-30,74293.0,66,0,56,0,1,2,15,1046,81,1127,0,0,0
PhD,Partner,1,31-45,68397.0,6,0,224,0,1,3,20,1336,80,1416,0,0,0
PhD,Partner,0,31-45,79632.0,42,0,82,0,1,2,19,1101,12,1113,0,0,0
Graduation,Single,1,18-30,46107.0,78,0,139,0,1,3,6,92,33,125,0,0,0
PhD,Single,1,61+,64950.0,29,0,686,1,2,7,23,903,63,966,1,1,0
Basic,Partner,1,18-30,25443.0,82,0,554,1,1,8,4,25,7,32,0,0,0
Graduation,Single,0,61+,75127.0,92,0,38,0,1,1,18,606,227,833,0,0,0
PhD,Partner,1,31-45,32892.0,78,0,35,0,2,8,6,44,2,46,0,0,0
Graduation,Partner,0,31-45,71796.0,54,0,248,0,1,4,16,928,32,960,0,0,0
PhD,Partner,1,31-45,67536.0,45,0,403,1,3,8,27,1794,35,1829,1,1,0
Graduation,Single,1,31-45,55239.0,59,0,350,0,3,5,23,673,106,779,0,0,0
PhD,Single,1,31-45,60554.0,8,0,324,0,2,6,21,796,15,811,0,0,0
2n Cycle,Single,1,61+,64831.0,51,0,384,1,8,6,14,976,144,1120,0,0,0
PhD,Partner,1,46-60,56067.0,51,0,344,0,2,5,18,605,120,725,0,0,0
Graduation,Single,0,31-45,82025.0,76,0,397,1,1,1,11,1089,98,1187,1,1,1
Graduation,Partner,0,61+,94384.0,62,0,482,1,0,2,18,2130,172,2302,3,1,1
Basic,Single,0,18-30,14906.0,86,0,554,1,3,7,6,51,15,66,0,0,0
PhD,Partner,0,18-30,51563.0,60,0,636,1,1,8,18,1214,36,1250,2,1,0
2n Cycle,Partner,1,31-45,57937.0,56,0,133,0,3,3,17,550,133,683,0,0,0
Graduation,Single,1,31-45,68274.0,83,0,272,0,2,3,11,259,46,305,0,0,0
Graduation,Partner,1,31-45,39771.0,92,0,205,0,1,4,5,36,14,50,0,0,0
2n Cycle,Single,1,31-45,67893.0,31,0,636,1,2,8,14,948,47,995,0,0,0
PhD,Partner,1,31-45,27922.0,80,0,50,0,1,4,5,30,11,41,0,0,0
PhD,Partner,1,31-45,52190.0,39,0,52,0,3,5,6,59,18,77,1,1,0
Master,Single,1,31-45,44051.0,20,0,516,1,4,6,8,153,18,171,0,0,1
PhD,Single,1,31-45,42767.0,53,0,414,1,1,8,6,93,38,131,0,0,0
Master,Partner,1,31-45,46106.0,84,0,49,0,1,6,4,40,14,54,0,0,0
PhD,Partner,1,31-45,16927.0,50,0,504,1,5,8,7,49,4,53,0,0,0
Graduation,Partner,1,46-60,59754.0,96,0,575,1,3,5,13,336,139,475,0,0,1
Graduation,Single,1,61+,53700.0,94,0,681,1,4,5,18,611,83,694,0,0,0
Graduation,Partner,1,31-45,59041.0,25,0,53,0,2,5,6,90,6,96,0,0,0
PhD,Single,1,46-60,54237.0,48,0,428,1,4,6,12,304,57,361,0,0,0
Graduation,Single,1,46-60,70647.0,65,0,646,1,2,2,24,965,114,1079,0,0,0
PhD,Single,1,46-60,52597.0,69,0,53,0,3,5,17,536,42,578,0,0,0
Master,Partner,1,31-45,41021.0,12,0,546,1,2,6,5,52,12,64,0,0,1
PhD,Partner,1,31-45,40233.0,84,0,258,0,5,6,8,147,2,149,0,0,0
Graduation,Partner,1,31-45,50183.0,47,0,4,0,7,5,10,216,15,231,0,0,0
Graduation,Partner,1,46-60,54753.0,87,0,290,0,3,4,18,597,131,728,0,0,0
Graduation,Partner,0,31-45,92955.0,35,0,314,0,1,2,22,1694,84,1778,2,1,1
Graduation,Partner,1,31-45,33471.0,47,0,625,1,3,7,7,81,12,93,0,0,0
PhD,Partner,1,31-45,34596.0,48,0,442,1,1,8,3,16,7,23,0,0,1
Graduation,Partner,1,31-45,44010.0,46,0,624,1,6,9,18,614,48,662,0,0,0
Graduation,Partner,0,18-30,84219.0,27,0,147,0,1,1,17,1153,45,1198,0,0,0
PhD,Partner,1,46-60,40706.0,37,0,528,1,4,7,7,76,5,81,0,0,0
2n Cycle,Partner,1,18-30,15716.0,8,1,594,1,3,8,7,66,26,92,0,0,0
2n Cycle,Single,1,46-60,59052.0,29,0,224,0,3,5,15,460,31,491,0,0,0
Master,Partner,0,31-45,80573.0,85,0,623,1,1,2,23,1549,15,1564,0,0,0
Graduation,Partner,0,46-60,83715.0,2,0,146,0,1,0,23,918,8,926,0,0,0
Master,Partner,0,46-60,82576.0,66,0,697,1,1,1,18,1892,18,1910,1,1,0
Master,Partner,1,46-60,56962.0,60,0,261,0,7,7,14,385,26,411,0,0,0
Graduation,Partner,1,61+,35704.0,54,0,177,0,3,4,6,64,30,94,0,0,0
Graduation,Partner,1,46-60,53103.0,70,0,290,0,5,7,23,890,195,1085,1,1,0
2n Cycle,Single,1,46-60,46779.0,55,0,352,0,1,4,3,16,7,23,0,0,0
Graduation,Single,0,46-60,4861.0,20,0,7,0,0,14,0,5,1,6,0,0,0
Master,Single,1,31-45,33462.0,78,0,326,0,1,7,5,43,11,54,0,0,0
Graduation,Single,1,31-45,63693.0,63,0,258,0,3,6,26,1096,54,1150,0,0,0
Graduation,Partner,0,61+,80763.0,17,0,318,0,1,3,22,1184,231,1415,2,1,1
PhD,Partner,1,31-45,65352.0,43,0,312,0,2,4,14,382,23,405,0,0,0
PhD,Partner,0,31-45,82170.0,13,0,216,0,1,2,18,1871,37,1908,0,0,0
Graduation,Partner,0,31-45,75759.0,46,0,247,0,1,5,25,2304,182,2486,3,1,1
2n Cycle,Single,0,31-45,79689.0,65,0,413,1,1,2,26,1194,121,1315,0,0,0
PhD,Single,1,46-60,35340.0,1,0,0,0,2,5,5,40,5,45,0,0,0
Graduation,Single,0,46-60,85683.0,6,0,100,0,1,1,16,1738,51,1789,4,1,1
2n Cycle,Partner,1,31-45,24884.0,32,0,577,1,1,7,3,16,3,19,0,0,0
Master,Partner,1,31-45,42021.0,34,0,667,1,5,9,17,546,27,573,1,1,0
Graduation,Single,1,18-30,64449.0,70,0,131,0,4,4,20,735,70,805,0,0,0
Graduation,Single,1,46-60,64587.0,49,0,7,0,2,3,6,88,20,108,0,0,0
Graduation,Single,0,18-30,34824.0,65,0,95,0,1,6,3,19,4,23,0,0,0
Graduation,Partner,0,31-45,75437.0,25,0,232,0,1,6,22,1493,0,1493,1,1,0
Graduation,Partner,1,46-60,26091.0,84,0,124,0,3,5,6,69,20,89,0,0,0
Graduation,Partner,1,31-45,52845.0,7,0,320,0,3,6,22,872,64,936,1,1,0
Graduation,Single,1,46-60,46086.0,34,0,238,0,4,4,12,293,50,343,0,0,0
PhD,Single,1,46-60,78028.0,38,0,657,1,1,7,19,490,38,528,2,1,1
PhD,Single,0,18-30,95169.0,1,0,263,0,1,1,11,1881,20,1901,2,1,1
2n Cycle,Partner,1,31-45,56337.0,25,0,459,1,5,8,17,542,182,724,2,1,1
Graduation,Partner,1,18-30,22434.0,25,0,501,1,2,8,5,43,15,58,0,0,0
PhD,Partner,1,46-60,36930.0,50,0,408,1,5,8,11,258,39,297,0,0,0
Graduation,Single,1,46-60,36130.0,46,0,512,1,6,4,15,451,37,488,1,1,1
Master,Partner,1,61+,65569.0,96,0,601,1,2,3,21,789,70,859,0,0,0
Graduation,Partner,0,61+,83844.0,57,0,413,1,1,1,19,1383,191,1574,1,1,0
Graduation,Partner,1,46-60,19514.0,47,0,154,0,4,8,6,41,28,69,1,1,0
PhD,Single,1,46-60,36736.0,52,0,415,1,1,6,3,13,4,17,0,0,0
Graduation,Partner,1,31-45,77568.0,30,0,673,1,1,5,20,2036,158,2194,3,1,0
PhD,Partner,1,31-45,49187.0,63,0,169,0,1,2,7,116,0,116,0,0,0
Graduation,Single,1,31-45,30168.0,51,0,479,1,7,9,11,252,27,279,0,0,0
Master,Partner,1,46-60,34053.0,14,0,657,1,1,8,6,91,12,103,0,0,0
Master,Partner,1,31-45,38196.0,20,0,72,0,3,5,6,41,3,44,0,0,0
Master,Partner,0,61+,59412.0,56,0,71,0,1,3,14,395,11,406,0,0,0
2n Cycle,Partner,0,46-60,70924.0,41,0,83,0,1,3,19,1287,76,1363,1,1,0
Graduation,Partner,0,31-45,54165.0,72,0,397,1,1,2,10,225,11,236,0,0,0
Graduation,Partner,1,31-45,32300.0,1,0,542,1,1,8,4,33,6,39,0,0,0
Graduation,Single,0,31-45,20180.0,27,0,494,1,1,7,7,119,18,137,0,0,0
Graduation,Partner,1,31-45,34961.0,77,0,10,0,3,7,7,78,1,79,0,0,0
PhD,Partner,1,31-45,28440.0,87,0,357,0,1,8,5,63,0,63,0,0,0
PhD,Partner,1,61+,64504.0,81,0,482,1,7,7,18,1206,108,1314,0,0,1
Master,Partner,1,46-60,33564.0,51,0,5,0,1,5,5,64,7,71,0,0,0
Graduation,Partner,1,31-45,17345.0,79,0,603,1,2,8,5,46,12,58,0,0,0
PhD,Partner,1,46-60,56320.0,11,0,447,1,3,4,18,619,83,702,0,0,0
Graduation,Single,1,31-45,28647.0,54,0,312,0,1,7,6,68,26,94,1,1,1
Basic,Single,1,18-30,15038.0,93,0,516,1,2,9,5,54,26,80,0,0,0
PhD,Single,1,46-60,32173.0,0,0,332,0,1,4,4,20,2,22,0,0,0
2n Cycle,Partner,1,46-60,68316.0,54,0,602,1,5,6,27,1178,33,1211,0,0,0
Graduation,Partner,0,31-45,74538.0,21,0,365,1,1,3,21,1433,28,1461,1,1,1
Graduation,Single,0,31-45,91700.0,58,0,528,1,1,3,19,1949,19,1968,0,0,1
Graduation,Partner,0,31-45,68695.0,3,0,4,0,1,2,15,1051,40,1091,0,0,0
2n Cycle,Partner,1,31-45,31056.0,99,0,523,1,1,8,4,39,16,55,0,0,0
Graduation,Partner,0,31-45,79593.0,70,0,48,0,1,2,18,1221,145,1366,1,1,0
Graduation,Single,0,31-45,28071.0,65,0,669,1,2,8,11,269,44,313,0,0,0
PhD,Partner,1,46-60,37334.0,44,0,123,0,4,4,7,47,15,62,0,0,0
Master,Single,1,31-45,46423.0,6,0,284,0,3,7,6,84,8,92,0,0,0
PhD,Partner,1,31-45,37126.0,9,0,91,0,1,6,5,65,7,72,1,1,1
Graduation,Partner,1,61+,47703.0,95,0,396,1,4,5,17,532,123,655,0,0,0
Graduation,Partner,1,46-60,61180.0,70,0,67,0,2,3,16,486,218,704,1,1,0
Graduation,Partner,1,46-60,38998.0,92,1,603,1,3,8,5,49,5,54,0,0,0
Graduation,Single,0,18-30,8028.0,62,0,649,1,15,19,1,176,2,178,0,0,0
Graduation,Partner,0,46-60,76081.0,85,0,37,0,1,2,13,833,200,1033,1,1,0
Graduation,Partner,1,18-30,34728.0,2,0,334,0,1,6,4,30,6,36,0,0,1
Master,Single,1,46-60,33168.0,0,0,624,1,3,7,7,119,3,122,0,0,0
Master,Partner,1,46-60,33585.0,91,0,277,0,1,4,6,93,29,122,0,0,0
PhD,Partner,1,46-60,77037.0,3,0,259,0,1,3,26,1113,10,1123,0,0,0
Graduation,Partner,1,18-30,35196.0,68,0,593,1,6,8,12,310,187,497,0,0,1
Graduation,Partner,1,46-60,44529.0,98,0,359,0,6,5,19,665,26,691,1,1,0
2n Cycle,Partner,0,46-60,70924.0,41,0,83,0,1,3,19,1287,76,1363,1,1,0
PhD,Partner,1,46-60,28764.0,16,0,24,0,1,8,3,11,1,12,1,1,0
PhD,Partner,0,61+,69098.0,82,0,498,1,1,5,24,2262,178,2440,0,0,0
2n Cycle,Single,1,31-45,25959.0,1,0,500,1,2,6,5,30,26,56,0,0,1
Master,Partner,1,31-45,27100.0,64,0,450,1,1,7,4,27,10,37,0,0,0
Graduation,Single,0,18-30,70596.0,68,0,632,1,1,2,20,942,26,968,0,0,0
Graduation,Partner,1,31-45,42557.0,98,0,669,1,4,8,11,255,15,270,0,0,0
PhD,Partner,0,61+,53312.0,32,0,324,0,1,7,11,253,25,278,0,0,0
Graduation,Single,0,61+,72228.0,87,0,579,1,1,3,21,1194,56,1250,0,0,0
Graduation,Partner,0,18-30,67605.0,84,0,455,1,1,1,16,884,54,938,0,0,0
Master,Partner,1,61+,62845.0,3,0,636,1,11,8,17,1144,34,1178,1,1,0
Graduation,Partner,1,46-60,65196.0,34,0,339,0,2,5,24,955,200,1155,1,1,0
PhD,Single,0,18-30,42000.0,23,0,535,1,2,5,18,618,35,653,0,0,1
PhD,Single,1,31-45,35860.0,37,0,41,0,2,5,4,29,20,49,1,1,0
PhD,Partner,1,46-60,65526.0,22,0,79,0,1,2,16,497,9,506,0,0,0
Graduation,Partner,1,46-60,16860.0,19,0,655,1,3,7,5,24,14,38,0,0,0
Graduation,Single,0,18-30,83528.0,7,0,59,0,1,1,22,1503,147,1650,2,1,1
2n Cycle,Single,1,46-60,64176.0,52,0,695,1,8,6,25,1677,149,1826,0,0,0
Graduation,Single,0,46-60,22304.0,91,0,694,1,1,8,3,16,2,18,0,0,0
Graduation,Partner,0,31-45,67023.0,93,1,117,0,1,2,23,889,17,906,0,0,0
PhD,Partner,1,31-45,32892.0,78,0,35,0,2,8,6,44,2,46,0,0,0
Graduation,Partner,1,46-60,70713.0,23,0,573,1,6,3,19,1287,190,1477,0,0,0
Graduation,Partner,1,46-60,59925.0,83,0,576,1,3,6,20,710,56,766,0,0,0
Graduation,Partner,1,61+,39722.0,92,0,125,0,2,5,5,39,8,47,0,0,0
Graduation,Partner,0,46-60,46610.0,4,0,346,0,1,6,13,342,125,467,0,0,0
Graduation,Partner,0,46-60,88347.0,32,0,361,0,1,1,20,1998,118,2116,1,1,0
PhD,Partner,0,31-45,87171.0,27,0,424,1,1,2,24,1254,44,1298,2,1,0
2n Cycle,Partner,1,31-45,26907.0,10,0,313,0,2,7,4,20,2,22,0,0,0
Master,Single,1,46-60,50014.0,9,0,158,0,2,5,13,354,42,396,0,0,0
PhD,Partner,1,31-45,41014.0,65,0,433,1,1,7,3,17,3,20,0,0,0
Graduation,Single,0,46-60,66294.0,68,0,104,0,1,2,12,850,117,967,0,0,0
Graduation,Partner,1,31-45,36715.0,16,0,589,1,6,9,13,341,16,357,0,0,1
Graduation,Partner,0,46-60,79456.0,12,0,676,1,1,3,15,1302,99,1401,0,0,1
Graduation,Partner,1,31-45,40479.0,95,0,316,0,1,4,3,15,0,15,0,0,0
Master,Single,0,31-45,75345.0,16,0,512,1,1,3,19,1954,133,2087,1,1,1
Graduation,Partner,1,31-45,54233.0,46,0,510,1,4,8,22,839,142,981,0,0,0
Graduation,Single,1,31-45,24163.0,3,0,260,0,2,4,4,15,2,17,0,0,0
PhD,Partner,0,46-60,84460.0,80,0,541,1,0,5,22,442,81,523,4,1,1
Graduation,Partner,1,31-45,43776.0,77,0,57,0,1,6,3,20,3,23,0,0,0
PhD,Single,0,46-60,71691.0,0,0,104,0,1,2,16,1149,43,1192,0,0,1
PhD,Partner,0,31-45,85844.0,62,0,31,0,1,2,19,1920,38,1958,1,1,0
PhD,Single,1,31-45,39190.0,91,0,64,0,2,5,7,121,12,133,0,0,0
Graduation,Partner,0,46-60,71367.0,24,0,310,0,1,2,16,702,75,777,0,0,0
PhD,Single,1,31-45,38578.0,2,0,372,1,3,8,6,70,3,73,0,0,0
PhD,Partner,1,46-60,57236.0,22,0,109,0,3,3,7,117,4,121,0,0,0
Graduation,Single,1,31-45,61825.0,56,0,326,0,1,4,14,397,27,424,0,0,0
Graduation,Single,1,46-60,79803.0,54,0,27,0,1,1,12,835,33,868,0,0,0
2n Cycle,Single,0,18-30,80910.0,71,0,606,1,1,1,14,715,41,756,0,0,0
Master,Partner,1,31-45,27590.0,38,0,432,1,1,7,3,11,1,12,0,0,0
Graduation,Partner,1,31-45,56775.0,62,0,543,1,2,5,23,902,35,937,0,0,0
Graduation,Single,0,31-45,83829.0,78,0,264,0,0,1,17,1835,27,1862,3,1,1
2n Cycle,Partner,1,31-45,54210.0,18,0,405,1,2,5,12,322,45,367,0,0,0
Graduation,Partner,1,18-30,38508.0,95,0,331,0,6,8,14,389,54,443,0,0,0
Graduation,Partner,1,31-45,53187.0,66,0,246,0,2,5,11,257,10,267,0,0,0
Graduation,Partner,1,31-45,30023.0,28,0,97,0,1,8,5,40,21,61,0,0,0
PhD,Single,0,46-60,76045.0,78,0,226,0,1,2,20,1323,0,1323,1,1,0
PhD,Partner,1,61+,50870.0,13,0,10,0,1,5,5,61,2,63,0,0,0
2n Cycle,Partner,0,31-45,15315.0,27,0,330,0,2,5,6,47,17,64,0,0,0
2n Cycle,Partner,1,31-45,65463.0,17,0,150,0,2,5,17,546,16,562,1,1,0
Graduation,Partner,1,46-60,66480.0,71,0,29,0,7,4,12,306,6,312,0,0,0
Graduation,Single,0,46-60,76773.0,79,0,489,1,1,1,15,1140,16,1156,0,0,0
2n Cycle,Single,0,31-45,81698.0,1,0,485,1,1,5,15,1059,45,1104,1,1,1
PhD,Single,1,31-45,54466.0,78,0,140,0,1,5,3,16,0,16,0,0,0
Master,Single,0,46-60,98777.0,23,0,132,0,0,1,19,1970,38,2008,1,1,0
PhD,Single,1,18-30,16269.0,75,0,303,0,3,8,6,44,0,44,0,0,0
Graduation,Partner,1,31-45,71819.0,70,0,305,0,3,6,11,1406,168,1574,2,1,0
PhD,Partner,1,31-45,33569.0,10,0,256,0,1,8,4,39,24,63,1,1,1
Master,Partner,0,31-45,36262.0,24,0,282,0,1,6,11,273,153,426,1,1,1
Basic,Partner,0,46-60,22634.0,47,0,529,1,1,8,5,50,46,96,0,0,0
2n Cycle,Partner,1,31-45,47025.0,98,0,290,0,5,9,18,606,29,635,0,0,0
Graduation,Single,1,46-60,70566.0,4,0,266,0,2,3,20,736,21,757,0,0,0
PhD,Partner,1,31-45,31605.0,15,0,584,1,2,7,7,119,6,125,0,0,0
Master,Single,1,31-45,52034.0,67,0,408,1,5,7,11,259,73,332,0,0,0
Graduation,Single,1,31-45,48526.0,32,0,187,0,1,3,7,126,9,135,0,0,0
Graduation,Partner,1,46-60,46734.0,40,0,588,1,2,7,12,301,29,330,0,0,0
Graduation,Single,1,46-60,39552.0,54,0,558,1,7,8,13,343,41,384,0,0,1
Graduation,Single,1,46-60,86358.0,78,0,690,1,4,8,14,1627,95,1722,0,0,0
Graduation,Partner,1,31-45,46931.0,94,0,66,0,2,3,5,62,16,78,0,0,0
Basic,Single,0,18-30,16581.0,51,0,533,1,1,4,3,13,11,24,0,0,0
2n Cycle,Single,0,61+,63998.0,42,0,191,0,1,4,24,1056,112,1168,0,0,1
Master,Partner,1,61+,67381.0,67,0,530,1,4,7,13,887,70,957,1,1,0
Graduation,Single,1,46-60,25930.0,87,0,262,0,1,7,3,11,4,15,0,0,0
Graduation,Partner,1,31-45,42693.0,29,0,22,0,1,5,4,41,16,57,0,0,0
Graduation,Partner,1,31-45,85606.0,89,0,594,1,2,3,22,1872,84,1956,1,1,0
Graduation,Single,0,18-30,72903.0,74,0,243,0,1,4,20,1974,39,2013,3,1,1
2n Cycle,Partner,1,31-45,49669.0,97,0,36,0,2,6,12,297,29,326,0,0,0
PhD,Partner,1,46-60,36778.0,63,0,693,1,3,9,6,73,4,77,0,0,0
PhD,Single,0,46-60,85696.0,88,0,422,1,1,1,19,1301,12,1313,0,0,1
Master,Single,0,18-30,10979.0,34,0,38,0,2,5,6,26,4,30,0,0,0
Graduation,Partner,1,46-60,49678.0,81,0,512,1,2,7,12,295,20,315,0,0,0
Master,Partner,1,61+,56129.0,65,0,374,1,4,4,18,612,48,660,0,0,0
Graduation,Partner,1,18-30,37155.0,51,0,514,1,1,5,6,71,3,74,0,0,0
2n Cycle,Single,1,31-45,21282.0,76,0,49,0,2,6,5,26,20,46,0,0,0
PhD,Single,1,46-60,33419.0,76,0,316,0,2,7,6,68,18,86,0,0,0
Graduation,Single,0,61+,63285.0,84,0,236,0,1,3,24,969,134,1103,0,0,0
Master,Partner,1,31-45,21255.0,56,0,159,0,4,4,7,58,3,61,0,0,0
Graduation,Partner,1,31-45,42162.0,31,0,222,0,2,6,7,118,27,145,1,1,1
Graduation,Partner,1,46-60,54450.0,0,0,653,1,12,8,19,652,32,684,0,0,0
PhD,Partner,1,46-60,57744.0,91,0,229,0,2,8,14,392,19,411,0,0,0
Graduation,Single,1,18-30,26576.0,40,0,624,1,1,9,3,18,9,27,1,1,1
PhD,Single,0,61+,57513.0,59,0,358,0,2,6,25,1030,30,1060,0,0,0
Graduation,Partner,1,46-60,68142.0,96,0,669,1,3,6,21,1422,37,1459,0,0,0
Graduation,Partner,1,31-45,7500.0,61,0,669,1,1,8,3,13,5,18,0,0,0
Graduation,Partner,0,31-45,83145.0,14,0,645,1,1,2,25,1719,114,1833,1,1,1
Master,Partner,1,46-60,54197.0,16,0,87,0,2,1,10,224,13,237,0,0,0
PhD,Single,1,46-60,23091.0,98,0,32,0,4,7,6,46,2,48,0,0,0
Graduation,Partner,1,31-45,46049.0,11,0,343,0,10,7,16,496,19,515,0,0,1
Graduation,Partner,0,31-45,56715.0,52,0,571,1,1,4,14,1011,9,1020,0,0,0
Graduation,Partner,0,46-60,79410.0,19,0,31,0,1,1,10,1357,13,1370,0,0,0
Graduation,Partner,1,61+,57304.0,61,0,475,1,2,5,23,920,106,1026,0,0,0
Graduation,Partner,1,46-60,44375.0,73,0,98,0,1,5,11,260,41,301,0,0,0
Graduation,Partner,1,46-60,54450.0,0,0,653,1,12,8,19,652,32,684,0,0,0
Graduation,Partner,1,46-60,59594.0,74,0,617,1,1,7,16,490,9,499,1,1,0
Graduation,Partner,0,18-30,80685.0,55,0,676,1,1,2,20,950,54,1004,0,0,0
PhD,Partner,1,31-45,40344.0,48,0,259,0,2,7,10,216,2,218,0,0,0
Graduation,Partner,1,31-45,62710.0,53,0,402,1,4,4,18,595,11,606,0,0,0
2n Cycle,Partner,1,46-60,48985.0,13,0,359,0,1,3,5,67,8,75,0,0,0
Graduation,Partner,1,46-60,35322.0,34,0,676,1,3,8,6,93,13,106,0,0,0
Graduation,Partner,0,61+,77142.0,54,0,396,1,1,2,16,893,97,990,0,0,0
Graduation,Single,0,31-45,81657.0,69,0,158,0,1,1,15,1047,50,1097,0,0,0
Basic,Partner,0,18-30,14421.0,81,0,132,0,1,5,3,8,8,16,1,1,0
2n Cycle,Partner,0,31-45,20130.0,99,0,104,0,1,8,4,22,12,34,0,0,0
PhD,Partner,0,18-30,74214.0,3,0,672,1,1,5,15,1678,33,1711,0,0,0
Master,Partner,1,46-60,66726.0,61,0,168,0,3,7,14,391,47,438,1,1,0
Basic,Partner,1,31-45,23724.0,65,0,537,1,2,8,5,61,14,75,0,0,0
Master,Partner,1,46-60,47353.0,93,0,228,0,3,5,10,221,4,225,0,0,0
Master,Partner,1,61+,33444.0,24,0,603,1,1,8,3,16,2,18,0,0,0
Graduation,Partner,1,31-45,54386.0,8,0,408,1,2,3,15,445,25,470,0,0,0
Graduation,Single,1,31-45,28510.0,72,0,442,1,3,5,6,72,19,91,0,0,0
Master,Single,0,18-30,90638.0,29,0,136,0,1,1,17,2429,96,2525,1,1,0
Graduation,Partner,1,61+,48070.0,33,1,532,1,3,7,16,485,19,504,0,0,0
Graduation,Partner,1,46-60,43140.0,68,0,540,1,1,6,10,224,11,235,0,0,0
PhD,Single,1,46-60,54959.0,55,0,526,1,3,7,18,1208,24,1232,1,1,1
Basic,Single,1,46-60,15056.0,76,0,422,1,5,5,7,48,40,88,0,0,0
Graduation,Single,1,31-45,26954.0,17,0,52,0,1,7,3,16,1,17,0,0,0
Graduation,Single,1,18-30,22327.0,94,0,331,0,1,5,4,19,5,24,0,0,0
Graduation,Partner,1,46-60,44393.0,86,0,311,0,2,4,5,50,10,60,0,0,0
PhD,Single,1,61+,62000.0,25,0,308,0,1,4,25,1000,20,1020,1,1,0
PhD,Partner,1,46-60,31497.0,22,0,570,1,2,8,8,151,4,155,0,0,0
2n Cycle,Partner,1,31-45,45894.0,15,0,122,0,1,5,4,38,13,51,0,0,0
Master,Single,0,31-45,78579.0,35,0,554,1,1,3,15,1713,99,1812,0,0,1
Master,Single,1,31-45,67369.0,81,0,589,1,4,4,21,1419,42,1461,2,1,1
Graduation,Single,1,46-60,58401.0,55,0,70,0,1,4,5,67,29,96,0,0,0
Graduation,Single,1,61+,62307.0,94,0,132,0,1,5,8,150,10,160,0,0,0
Master,Partner,1,31-45,43641.0,50,0,433,1,3,6,7,116,23,139,0,0,0
Master,Single,1,46-60,63841.0,64,0,434,1,1,6,21,777,131,908,0,0,0
2n Cycle,Partner,1,46-60,46891.0,91,0,301,0,1,4,7,122,61,183,0,0,0
Master,Partner,1,31-45,70091.0,11,0,455,1,2,8,17,1150,11,1161,1,1,0
PhD,Partner,0,31-45,78075.0,72,0,85,0,1,1,13,908,80,988,0,0,0
2n Cycle,Single,1,46-60,59184.0,6,0,658,1,3,5,24,1006,66,1072,0,0,0
Graduation,Partner,1,31-45,54809.0,0,0,291,0,4,4,8,152,22,174,0,0,0
Graduation,Partner,1,46-60,58113.0,66,1,520,1,3,7,19,674,84,758,0,0,0
Master,Partner,1,46-60,51412.0,42,0,180,0,2,4,9,181,14,195,0,0,0
Graduation,Single,1,31-45,15287.0,60,0,627,1,2,7,4,18,13,31,1,1,1
Master,Partner,0,46-60,66636.0,64,0,316,0,1,1,16,1084,0,1084,0,0,0
Master,Partner,1,46-60,50965.0,87,0,494,1,3,8,19,656,29,685,1,1,0
PhD,Partner,0,46-60,84618.0,96,0,219,0,1,2,25,1672,0,1672,1,1,0
Graduation,Partner,0,18-30,18351.0,1,0,243,0,1,7,5,36,7,43,0,0,0
PhD,Partner,1,46-60,40451.0,54,0,133,0,1,5,4,39,10,49,1,1,0
Graduation,Partner,1,46-60,36317.0,53,0,403,1,2,7,7,120,13,133,0,0,0
Graduation,Partner,1,46-60,42213.0,96,0,260,0,2,7,13,343,20,363,1,1,0
Graduation,Partner,1,46-60,65748.0,58,1,440,1,2,1,16,511,34,545,0,0,0
Graduation,Partner,1,31-45,77044.0,12,0,245,0,2,4,29,989,76,1065,1,1,0
Graduation,Partner,0,31-45,74918.0,78,0,474,1,1,3,20,1988,59,2047,1,1,0
Graduation,Partner,1,31-45,56721.0,64,0,606,1,5,6,10,221,75,296,0,0,0
Graduation,Single,1,31-45,42160.0,26,0,366,1,4,6,7,120,20,140,0,0,1
Graduation,Single,1,46-60,61559.0,8,0,347,0,1,3,16,496,34,530,0,0,0
PhD,Partner,1,46-60,33629.0,49,0,690,1,5,9,8,148,4,152,0,0,0
PhD,Partner,0,18-30,68682.0,56,0,266,0,1,2,23,1553,45,1598,0,0,0
Graduation,Single,1,46-60,34377.0,55,0,526,1,2,7,6,88,26,114,0,0,0
Basic,Single,1,18-30,8940.0,25,0,676,1,3,8,7,59,42,101,0,0,0
Graduation,Partner,1,31-45,26228.0,50,0,280,0,1,8,3,16,9,25,0,0,0
2n Cycle,Single,0,46-60,77297.0,84,0,519,1,1,4,21,748,41,789,1,1,0
Graduation,Partner,1,31-45,40211.0,30,0,334,0,2,8,5,62,25,87,1,1,0
