Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days_Since_Enrolled,Years_Since_Enrolled,Age,AgeGroup,Children,MntTotal,AcceptedCmpTotal,NumTotalPurchases,HasChildren,MntRegularProds,HasAcceptedCmp
1954,PhD,Partner,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,147,0,60,46-60,1,825,0,21,1,787,0
1972,2n Cycle,Partner,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,340,0,42,31-45,1,694,0,17,1,560,0
1981,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,6,0,33,31-45,0,1792,2,16,0,1758,1
1958,PhD,Single,50729.0,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,423,1,56,46-60,2,496,0,15,1,444,0
1968,Graduation,Partner,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,410,1,46,46-60,2,231,0,9,1,189,0
1976,Graduation,Single,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,31,0,38,31-45,1,902,0,22,1,837,0
1966,Graduation,Single,43602.0,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,170,0,48,46-60,2,68,0,6,1,49,0
1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,291,0,25,18-30,0,71,0,5,0,65,0
1985,2n Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,375,1,29,18-30,1,76,0,5,1,67,0
1967,PhD,Partner,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,313,0,47,46-60,2,772,0,21,1,765,0
1959,PhD,Partner,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,182,0,55,46-60,2,47,0,6,1,40,0
1970,PhD,Partner,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,222,0,44,31-45,1,1586,0,23,1,1556,0
1967,PhD,Partner,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,492,1,47,46-60,1,1529,1,32,1,1502,1
1985,PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,334,0,29,18-30,0,265,2,11,0,255,1
1951,Graduation,Partner,86610.0,0,0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,297,0,63,61+,0,1603,0,17,0,1550,0
1986,Master,Partner,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,534,1,28,18-30,0,2091,1,21,0,2051,1
1955,2n Cycle,Partner,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,391,1,59,46-60,0,981,1,20,0,874,1
1970,Graduation,Partner,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,584,1,44,31-45,1,1533,0,30,1,1372,0
1991,2n Cycle,Partner,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,578,1,23,18-30,0,82,0,6,0,73,0
1975,Graduation,Partner,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,461,1,39,31-45,1,244,0,10,1,229,0
1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,367,1,35,31-45,1,36,0,4,1,26,0
1976,PhD,Partner,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,502,1,38,31-45,1,404,0,14,1,381,0
1980,Graduation,Partner,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,157,0,34,31-45,1,71,0,5,1,66,0
1978,Graduation,Partner,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,264,0,36,31-45,0,1572,1,22,0,1484,1
1971,Graduation,Partner,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,163,0,43,31-45,2,122,0,7,1,89,0
1955,PhD,Partner,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,603,1,59,46-60,2,41,0,6,1,37,0
1983,PhD,Partner,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,25,0,31,31-45,1,10,0,3,1,9,0
1952,Graduation,Partner,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,247,0,62,61+,1,304,0,11,1,258,0
1969,Graduation,Partner,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,96,0,45,31-45,2,37,0,4,1,33,0
1980,Master,Single,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,690,1,34,31-45,0,1754,0,15,0,1671,0
1968,Graduation,Partner,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,341,0,46,46-60,1,815,2,21,1,769,1
1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,541,1,43,31-45,1,1001,0,23,1,921,0
1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,345,0,25,18-30,0,1157,0,21,0,1073,0
1951,Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,345,0,63,61+,1,688,0,18,1,588,0
1987,Master,Single,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,358,0,27,18-30,0,1319,0,18,0,1234,0
1985,PhD,Partner,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,495,1,29,18-30,1,21,0,3,1,14,0
1981,2n Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,671,1,33,31-45,1,31,0,3,1,19,0
1990,Graduation,Partner,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,545,1,24,18-30,0,67,0,5,0,53,0
1952,Graduation,Single,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,402,1,62,61+,1,708,0,19,1,682,0
1971,2n Cycle,Partner,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,648,1,43,31-45,2,25,0,3,1,18,0
1983,PhD,Partner,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,487,1,31,31-45,0,746,1,11,0,726,1
1957,PhD,Single,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,645,1,57,46-60,2,32,0,4,1,31,0
1951,Master,Single,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,116,0,63,61+,2,1695,0,23,1,1588,0
1976,Graduation,Partner,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,667,1,38,31-45,1,1080,0,23,1,900,0
1955,Master,Partner,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,91,0,59,46-60,2,72,0,6,1,70,0
1989,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,221,0,25,18-30,1,57,0,7,1,53,0
1973,PhD,Partner,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,100,0,41,31-45,1,660,0,19,1,647,0
1973,Basic,Partner,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,635,1,41,31-45,1,103,0,7,1,61,0
1984,PhD,Partner,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,279,0,30,18-30,1,153,0,8,1,150,0
1956,Master,Partner,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,647,1,58,46-60,1,1220,1,28,1,1208,1
1965,Graduation,Partner,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,682,1,49,46-60,1,279,0,11,1,259,0
1978,Graduation,Partner,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,178,0,36,31-45,1,745,0,19,1,693,0
1973,PhD,Partner,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,120,0,41,31-45,1,264,0,11,1,257,0
1986,Graduation,Partner,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,12,0,28,18-30,0,2157,4,21,0,2056,1
1959,Master,Partner,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,305,0,55,46-60,1,1526,3,22,1,1468,1
1978,Graduation,Partner,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,446,1,36,31-45,1,69,0,5,1,62,0
1966,Graduation,Partner,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,596,1,48,46-60,0,1597,1,25,0,1571,1
1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,31,0,22,18-30,1,64,0,6,1,44,0
1984,Graduation,Partner,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,593,1,30,18-30,1,497,0,12,1,310,0
1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,405,1,58,46-60,1,1067,0,15,1,1027,0
1977,Graduation,Partner,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,52,0,37,31-45,2,31,0,5,1,25,0
1974,Graduation,Partner,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,297,0,40,31-45,2,211,0,9,1,182,0
1976,PhD,Partner,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,581,1,38,31-45,1,877,1,21,1,770,1
1979,Graduation,Partner,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,532,1,35,31-45,1,11,0,3,1,9,0
1983,PhD,Partner,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,424,1,31,31-45,0,2034,3,24,0,2012,1
1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,197,0,23,18-30,0,1991,3,18,0,1880,1
1962,PhD,Single,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,88,0,52,46-60,0,1686,1,24,0,1607,1
1982,PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,152,0,32,31-45,1,324,0,12,1,306,0
1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,72,0,35,31-45,1,69,0,6,1,62,0
1955,Graduation,Partner,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,1,59,46-60,2,252,0,11,1,252,0
1965,Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,538,1,49,46-60,1,54,0,4,1,34,0
1961,Master,Partner,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,478,1,53,46-60,2,964,0,23,1,910,0
1951,Graduation,Partner,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,497,1,63,61+,1,1327,0,26,1,1132,0
1964,PhD,Partner,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,98,0,50,46-60,2,68,0,5,1,62,0
1959,Graduation,Partner,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,46-60,0,60,0,4,0,41,0
1955,Graduation,Single,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,428,1,59,46-60,2,55,1,4,1,30,1
1966,Graduation,Partner,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,109,0,48,46-60,0,1456,1,20,0,1349,1
1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,419,1,56,46-60,1,563,0,17,1,537,0
1954,Graduation,Single,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,496,1,60,46-60,1,1504,0,22,1,1490,0
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,66,0,47,46-60,2,564,0,17,1,548,0
1963,Graduation,Partner,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,215,0,51,46-60,0,1125,1,22,0,1096,1
1959,Graduation,Partner,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,36,0,55,46-60,1,358,1,13,1,352,1
1971,PhD,Partner,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,200,0,43,31-45,1,42,0,4,1,39,0
1964,Graduation,Partner,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,66,0,50,46-60,1,184,1,8,1,152,1
1983,Graduation,Partner,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,437,1,31,31-45,1,460,0,14,1,394,0
1945,PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,32,0,69,61+,0,145,0,7,0,120,0
1947,Graduation,Partner,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,529,1,67,61+,0,1376,0,24,0,1185,0
1969,PhD,Single,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,525,1,45,31-45,1,792,0,21,1,777,0
1952,Graduation,Partner,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,611,1,62,61+,0,1382,0,22,0,1294,0
1947,Basic,Partner,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,586,1,67,61+,0,28,0,3,0,20,0
1946,Master,Partner,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,0,68,61+,0,1033,0,23,0,892,0
1969,Graduation,Single,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,396,1,45,31-45,1,882,0,20,1,733,0
1949,PhD,Partner,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,483,1,65,61+,0,2231,3,13,0,2188,1
1961,PhD,Partner,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,621,1,53,46-60,1,1101,1,16,1,1080,1
1974,Graduation,Partner,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,655,1,40,31-45,1,369,0,11,1,263,0
1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,122,0,34,31-45,1,48,0,4,1,37,0
1949,PhD,Single,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,502,1,65,61+,1,467,1,15,1,433,1
1971,Graduation,Single,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,1,43,31-45,2,44,0,5,1,37,0
1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,469,1,35,31-45,2,38,0,6,1,31,0
1968,Graduation,Partner,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,235,0,46,46-60,2,81,0,6,1,57,0
1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,329,0,43,31-45,1,167,0,8,1,151,0
1955,PhD,Partner,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,50,0,59,46-60,2,45,0,5,1,40,0
1972,Graduation,Partner,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,399,1,42,31-45,1,664,0,18,1,604,0
1964,2n Cycle,Partner,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,292,0,50,46-60,1,622,0,17,1,563,0
1979,2n Cycle,Single,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,476,1,35,31-45,1,48,0,5,1,31,0
1975,Graduation,Partner,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,249,0,39,31-45,1,461,0,14,1,403,0
1977,Graduation,Partner,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,313,0,37,31-45,1,1073,0,25,1,1023,0
1986,2n Cycle,Partner,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,295,0,28,18-30,1,55,0,6,1,44,0
1956,Graduation,Partner,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,460,1,58,46-60,1,976,0,23,1,914,0
1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,13,0,34,31-45,1,20,0,4,1,19,0
1982,Graduation,Partner,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,1,32,31-45,0,1149,0,16,0,1117,0
1961,Basic,Partner,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,0,53,46-60,0,43,0,5,0,33,0
1975,Master,Partner,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,252,0,39,31-45,1,224,1,8,1,152,1
1974,PhD,Single,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,1,40,31-45,1,101,0,6,1,90,0
1946,PhD,Partner,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,1,68,61+,0,209,0,9,0,185,0
1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,1,29,18-30,0,968,0,20,0,942,0
1952,PhD,Partner,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,386,1,62,61+,0,1165,0,16,0,1112,0
1967,Graduation,Partner,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,103,0,47,46-60,1,24,0,4,1,24,0
1955,Graduation,Partner,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,1,59,46-60,2,252,0,11,1,252,0
1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,669,1,29,18-30,1,165,0,8,1,148,0
1977,PhD,Partner,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,624,1,37,31-45,0,269,0,11,0,257,0
1973,PhD,Partner,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,327,0,41,31-45,1,102,0,6,1,89,0
1984,2n Cycle,Partner,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,332,0,30,18-30,0,461,0,18,0,432,0
1979,Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,559,1,35,31-45,1,47,0,5,1,32,0
1976,PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,132,0,38,31-45,2,144,0,7,1,119,0
1968,Graduation,Partner,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,623,1,46,46-60,0,1338,0,23,0,1308,0
1959,Graduation,Partner,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,213,0,55,46-60,1,917,0,23,1,900,0
1971,Graduation,Partner,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,1,43,31-45,2,318,0,12,1,303,0
1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,603,1,47,46-60,2,253,0,10,1,222,0
1973,Graduation,Partner,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,646,1,41,31-45,1,502,0,15,1,433,0
1983,Graduation,Partner,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,202,0,31,31-45,1,119,0,6,1,89,0
1979,2n Cycle,Partner,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,670,1,35,31-45,2,1250,0,16,1,1122,0
1979,Graduation,Partner,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,239,0,35,31-45,1,969,0,23,1,890,0
1950,Graduation,Partner,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,0,64,61+,2,76,0,6,1,59,0
1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,0,51,46-60,2,62,0,5,1,61,0
1962,2n Cycle,Partner,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,318,0,52,46-60,0,1382,1,25,0,1282,1
1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,0,38,31-45,1,84,0,6,1,76,0
1952,Graduation,Partner,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,351,0,62,61+,2,255,1,9,1,188,1
1960,Master,Partner,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,380,1,54,46-60,2,43,0,4,1,23,0
1955,Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,269,0,59,46-60,1,398,0,13,1,346,0
1977,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,74,0,37,31-45,1,76,0,6,1,67,0
1964,Graduation,Partner,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,23,0,50,46-60,2,902,1,13,1,885,1
1981,2n Cycle,Partner,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,58,0,33,31-45,1,823,0,20,1,767,0
1976,Graduation,Partner,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,2,0,38,31-45,1,1179,0,24,1,996,0
1974,Graduation,Partner,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,623,1,40,31-45,1,1921,1,28,1,1884,1
1951,Master,Partner,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,427,1,63,61+,2,185,0,8,1,149,0
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,1,48,46-60,2,433,0,14,1,394,0
1951,Graduation,Partner,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,170,0,63,61+,2,34,1,4,1,23,1
1958,Graduation,Partner,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,1,56,46-60,1,907,0,22,1,825,0
1966,PhD,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,204,0,48,46-60,2,416,0,25,1,125,0
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,1,50,46-60,2,44,0,6,1,34,0
1956,Graduation,Partner,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,62,0,58,46-60,0,1588,0,16,0,1571,0
